TERM_CODE	TERM_DESCRIPTION	SCHOOL_NAME	DEPARTMENT	SUBJECT_ID	SUBJECT_TITLE	INSTRUCTOR_NAME	MATERIAL_TITLE	MATERIAL_AUTHOR_NAME	MATERIAL_ISBN	MATERIAL_PUBLISHER	MATERIAL_YEAR
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Waste not, want not : the potential for urban water conservation in California / Peter H. Gleick ...		1893790096	Oakland, Calif. : Pacific Institute for Studies in Development, Environment, and Security, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Forgotten rain : rediscovering rainwater harvesting / Heather Kinkade-Levario.	Kinkade-Levario, Heather.	0972003649	[Phoenix, AZ] : Granite Canyon Publications, 2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Water and the city : the next century / edited by Howard Rosen, Ann Durkin Keating.		1882102010 :	Chicago, Ill. : Public Works Historical Society, 1991.	1991
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Towards water wisdom : limits, justice, harmony / Ramaswamy R. Iyer.	Iyer, Ramaswamy R.	9780761935858 (paper back)	New Delhi ; Thousand Oaks : Sage Publications, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Design of water-resource systems; new techniques for relating economic objectives, engineering analy	Maass, Arthur.		Cambridge, Harvard University Press, 1962.	1962
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Handbook of water sensitive planning and design / edited by Robert L. France.		1566705622 (alk. paper)	Boca Raton, Fla. : Lewis Publishers, c2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Design for ecological democracy / Randolph T. Hester.	Hester, Randolph T.	0262083515 (alk. paper)	Cambridge, Mass. : MIT Press, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Handbook of water use and conservation : [homes, landscapes, businesses, industries, farms] / Amy Vi	Vickers, Amy.	1931579075 (alk. paper)	Amherst, Mass. : Waterplow Press, c2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Water and architecture / text by Charles W. Moore ; photographs by Jane Lidz.	Moore, Charles Willard, 1925-	0810939754	New York : H.N. Abrams, 1994.	1994
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	New waterscapes : planning, building and designing with water / edited by Herbert Dreiseitl, Dieter		3764372451 (English edition : hd.bd.)	Basel ; Boston : Birkhauser, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Water and sanitation in the world's cities : local action for global goals / United Nations Human Se		1844070042 (pbk.)	London ; Sterling, VA : Earthscan Publications, 2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Wasser : Gestalten mit Wasser, von Uferpromenaden zu Wasserspielen = Water : designing with water, p		3764369760 (Birkhauser : alk. paper)	Munchen : Callwey Verlag ; Basel : Boston : Birkhauser, c2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Water in environmental planning / Thomas Dunne, Luna B. Leopold.	Dunne, Thomas, 1943-	0716700794	San Francisco : W. H. Freeman, c1978.	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Water in buildings : an architect's guide to moisture and mold / William B. Rose.	Rose, William B. (William Browning), 1947-	0471468509 (cloth)	Hoboken, N.J. : John Wiley & Sons, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Great waters : a history of Boston's water supply / Fern L. Nesson.	Nesson, Fern L.	0874512239 :	Hanover : Published for Brandeis University by University Press of New England, 1983.	1983
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Points + lines : diagrams and projects for the city / Stan Allen.	Allen, Stan.	1568981554 (pbk. : alk. paper)	New York : Princeton Architectural Press, c1999.	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Mutations : Rem Koolhaas, Harvard Project on the City ; Stefano Boeri, Multiplicity ; Sanford Kwinte		8495273519	Barcelona : ACTAR ; Bordeaux, France : Arc en reve centre d'architecture, [2000]	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Delirious New York : a retroactive manifesto for Manhattan / Rem Koolhaas.	Koolhaas, Rem.	0195200357 :	New York : Oxford University Press, 1978.	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Learning from Las Vegas [by] Robert Venturi, Denise Scott Brown, and Steven Izenour.	Venturi, Robert.	0262220156	Cambridge, Mass., MIT Press [1972]	1972
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Collage city / Colin Rowe & Fred Koetter.	Rowe, Colin.	0262180863	Cambridge, Mass. : MIT Press, [1978]	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Theoretical anxiety and design strategies in the work of eight contemporary architects / Rafael Mone	Moneo, Jose Rafael.	0262134438	Cambridge, Mass. : MIT Press in association with the Harvard University Graduate School of Design, c	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	The state of architecture at the beginning of the 21st century / edited by Bernard Tschumi + Irene C		1580931340	New York : Monacelli Press, 2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	FARMAX : edited by Winy Maas and Jacob van Rijs with Richard Koek ; [translations from Dutch into En		9064502668	Rotterdam : 010 Publishers, [1998 or 1999]	1998
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Small, medium, large, extra-large : Office for Metropolitan Architecture, Rem Koolhaas, and Bruce Ma		1885254016	Rotterdam : 010 Publishers ; New York, N.Y. : Monacelli Press, 1995.	1995
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	The architecture of the city / Aldo Rossi ; introduction by Peter Eisenman ; translation by Diane Gh	Rossi, Aldo, 1931-	0262181010	Cambridge, Mass. : MIT Press, 1982.	1982
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Architecture and utopia : design and capitalist development / Manfredo Tafuri ; translated from the	Tafuri, Manfredo.	0262200333	Cambridge, Mass. : MIT Press, c1976.	1975
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Light construction / [exhibition organized by] Terence Riley.		0870701290 (MoMA)	New York : Museum of Modern Art : Distributed by Harry N. Abrams, c1995.	1995
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Perfect acts of architecture / by Jeffrey Kipnis ; preface by Terence Riley.	Kipnis, Jeffrey.	0870700391 (MOMA/T&H : alk. paper)	New York : Museum of Modern Art ; Columbus, Ohio : Wexner Center for the Arts, c2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	ArchiLab : radical experiments in global architecture / edited by Frederic Migayrou and Marie-Ange		050034180X	London : Thames & Hudson, 2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Mood River / organized by Jeffrey Kipnis and Annetta Massie, with Amy Schmersal, Joby Pottmeyer, and		1881390306	Columbus, Ohio : Wexner Center for the Arts ; New York : Distributed by Distributed Art Publishers,	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	Move / Ben van Berkel, Caroline Bos.	Berkel, Ben van, 1957-	9076517010 (pbk.)	Amsterdam : UN Studio & Goose Press, c1999.	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.297	Spec Prob: Arch Studies	Miljacki, Ana	The Manhattan transcripts / Bernard Tschumi.	Tschumi, Bernard, 1944-	1854903810	London : Academy Editions ; New York, NY : Distributed to the trade in the USA by St. Martin's Press	1994
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	The birth of a nation [videorecording] / Passion Productions.			[S.l.] : Miracle Pictures, c2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Dada changed my life [videorecording] / directed by Daniel Martinez and Olga Mazurkiewicz.			Spain : Opus No Media, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Triumph of the will [videorecording] = Triumph des Willens : das Dokument vom Reichsparteitag 1934 /			Bloomington, IL : Synapse Films, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Metropolis [videorecording] / directed by Fritz Lang ; [produced by Erich Pommer] ; screenplay by Th		738329027520	New York, NY : Kino International Corporation, c2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	The collages of Kurt Schwitters : tradition and innovation / Dorothea Dietrich.	Dietrich, Dorothea.	0521419360	Cambridge ; New York : Cambridge University Press, 1993.	1993
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Thomas Hirschhorn / [survey] Benjamin H.D. Buchloh ; [interview] Alison M. Gingeras ; [focus] Carlos	Hirschhorn, Thomas.	0714842737 (pbk.)	London ; New York : Phaidon, 2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Max Ernst : Dada and the dawn of surrealism / William A. Camfield ; with an introductory essay by We	Camfield, William A.		Munich : Prestel ; New York : Distributed in the USA and Canada by te Nues, c1993.	1993
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Fragments of utopia : collage reflections of heroic modernism / David Wild.	Wild, David.	0907259103 (pbk)	London : Hyphen, 1998.	1998
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Dada : Zurich, Berlin, Hannover, Cologne, New York, Paris / Leah Dickerman ; with essays by Brigid D	Dickerman, Leah, 1964-	0894683136 (softcover : alk. paper)	Washington [D.C.] : National Gallery of Art in association with^^^D.A.P./ Distributed Art Publishers	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	The photomontages of Hannah Hoch / organized by Maria Makela, Peter Boswell ; essays by Peter Boswe	Hoch, Hannah, 1889-	0935640525 (hc : alk. paper)	Minneapolis : Walker Art Center, c1996.	1996
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Between buildings and people / Stephen Willats.	Willats, Stephen, 1943-	1854904361	London : Academy Editions ; Lanham, Md. : Distributed to the trade in the U.S.A. by National Book Ne	1996
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Aleksandr Rodchenko / Magdalena Dabrowski, Leah Dickerman, Peter Galassi ; with essays by Aleksandr	Dabrowski, Magdalena.	0810961873	New York, N. Y. : Museum of Modern Art, 1998.	1998
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Dada & surrealism / Matthew Gale.	Gale, Matthew.	0714832618	London : Phaidon Press, 1997.	1997
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Collage city / Colin Rowe & Fred Koetter.	Rowe, Colin.	0262180863	Cambridge, Mass. : MIT Press, [1978]	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Max Ernst : life and work : an autobiographical collage / edited by Werner Spies.	Ernst, Max, 1891-1976.	0500976589 (hbk.)	London : Thames & Hudson in association with DuMont, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	As found : the discovery of the ordinary / edited by Claude Lichtenstein, Thomas Schregenberger.		3907078438 (English book trade edition : cl.)	Baden, Switzerland : Lars Muller ; Zurich : Zurich Museum fur Gestaltung, c2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Carnal art : Orlan's refacing / C. Jill O'Bryan.	O'Bryan, C. Jill.	0816643229 (hc : alk. paper)	Minneapolis : University of Minnesota Press, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Montage and modern life, 1919-1942 / exhibition curators, Maud Lavin ... [et al.] ; editor, Matthew		0262200910	Cambridge, Mass. : MIT Press ; Boston : Institute of Contemporary Art, c1992.	1992
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	In defiance of painting : cubism, futurism, and the invention of collage / Christine Poggi.	Poggi, Christine, 1953-	0300051093	New Haven : Yale University Press, c1992.	1992
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Photomontages of the Nazi period / John Heartfield ; [essay by Wieland Herzfelde translated by Eva B	Heartfield, John, 1891-1968.	0876632819.	New York : Universe Books, 1977.	1977
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Max Ernst : a retrospective / edited by Werner Spies and Sabine Rewald.	Ernst, Max, 1891-1976.	1588391515 (hardcover)	New York : Metropolitan Museum of Art ; New Haven : Yale University Press, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Prosthetic gods / Hal Foster.	Foster, Hal.	0262062429 (alk. paper)	Cambridge, Mass. : MIT Press, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Cut with the kitchen knife : the Weimar photomontages of Hannah Hoch / Maud Lavin.	Lavin, Maud.	0300047665 (alk. paper)	New Haven : Yale University Press, c1993.	1993
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Inverted odysseys : Claude Cahun, Maya Deren, Cindy Sherman / edited by Shelley Rice ; with contribu		0262681064 (pbk. : alk. paper)	New York : Grey Art Gallery, New York University ; North Miami : Museum of Contemporary Art ; Cambri	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.301	Introduction to Visual Arts	Doderer, Yvonne	Illuminations / Walter Benjamin ; edited and with an introduction by Hannah Arendt ; translated by H	Benjamin, Walter, 1892-1940.		New York : Schocken Books, 1969, c1968.	1969
